artifactId,name,type,category,route,sourceFile,frontendStatus,backendStatus,demoStatus,assetPack,product,workspace,roles,organizationTypes,riskLevel,description,dependencies,tags,embeddingText,status
service-backend-src-modules-platform-systems-platform-systems-service-ts,PlatformSystemsService,backend-service,platform-systems,unknown,backend/src/modules/platform-systems/platform-systems.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for platform-systems: PlatformSystemsService.,backend/src/modules/platform-systems/platform-systems.service.ts,backend|service|platform-systems|PlatformSystemsService,platformsystemsservice backend src modules platform-systems platform-systems service ts backend service platform-systems,active
service-backend-src-modules-product-catalog-asset-based-revenue-service-ts,AssetBasedRevenueService,backend-service,product-catalog,unknown,backend/src/modules/product-catalog/asset-based-revenue.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for product-catalog: AssetBasedRevenueService.,backend/src/modules/product-catalog/asset-based-revenue.service.ts,backend|service|product-catalog|AssetBasedRevenueService,assetbasedrevenueservice backend src modules product-catalog asset-based-revenue service ts backend service product-catalog,active
service-backend-src-modules-product-catalog-asset-dependency-graph-service-ts,AssetDependencyGraphService,backend-service,product-catalog,unknown,backend/src/modules/product-catalog/asset-dependency-graph.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for product-catalog: AssetDependencyGraphService.,backend/src/modules/product-catalog/asset-dependency-graph.service.ts,backend|service|product-catalog|AssetDependencyGraphService,assetdependencygraphservice backend src modules product-catalog asset-dependency-graph service ts backend service product-catalog,active
service-backend-src-modules-product-catalog-hospital-solution-builder-service-ts,HospitalSolutionBuilderService,backend-service,product-catalog,unknown,backend/src/modules/product-catalog/hospital-solution-builder.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for product-catalog: HospitalSolutionBuilderService.,backend/src/modules/product-catalog/hospital-solution-builder.service.ts,backend|service|product-catalog|HospitalSolutionBuilderService,hospitalsolutionbuilderservice backend src modules product-catalog hospital-solution-builder service ts backend service product-catalog,active
service-backend-src-modules-product-catalog-maturity-assessment-service-ts,MaturityAssessmentService,backend-service,product-catalog,unknown,backend/src/modules/product-catalog/maturity-assessment.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for product-catalog: MaturityAssessmentService.,backend/src/modules/product-catalog/maturity-assessment.service.ts,backend|service|product-catalog|MaturityAssessmentService,maturityassessmentservice backend src modules product-catalog maturity-assessment service ts backend service product-catalog,active
service-backend-src-modules-product-catalog-outcomes-service-ts,OutcomesService,backend-service,product-catalog,unknown,backend/src/modules/product-catalog/outcomes.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for product-catalog: OutcomesService.,backend/src/modules/product-catalog/outcomes.service.ts,backend|service|product-catalog|OutcomesService,outcomesservice backend src modules product-catalog outcomes service ts backend service product-catalog,active
service-backend-src-modules-product-catalog-product-catalog-seed-service-ts,ProductCatalogSeedService,backend-service,product-catalog,unknown,backend/src/modules/product-catalog/product-catalog.seed.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for product-catalog: ProductCatalogSeedService.,backend/src/modules/product-catalog/product-catalog.seed.service.ts,backend|service|product-catalog|ProductCatalogSeedService,productcatalogseedservice backend src modules product-catalog product-catalog seed service ts backend service product-catalog,active
service-backend-src-modules-product-catalog-product-catalog-service-ts,ProductCatalogService,backend-service,product-catalog,unknown,backend/src/modules/product-catalog/product-catalog.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for product-catalog: ProductCatalogService.,backend/src/modules/product-catalog/product-catalog.service.ts,backend|service|product-catalog|ProductCatalogService,productcatalogservice backend src modules product-catalog product-catalog service ts backend service product-catalog,active
service-backend-src-modules-product-catalog-product-catalog-validation-service-ts,ProductCatalogValidationService,backend-service,product-catalog,unknown,backend/src/modules/product-catalog/product-catalog-validation.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for product-catalog: ProductCatalogValidationService.,backend/src/modules/product-catalog/product-catalog-validation.service.ts,backend|service|product-catalog|ProductCatalogValidationService,productcatalogvalidationservice backend src modules product-catalog product-catalog-validation service ts backend service product-catalog,active
service-backend-src-modules-product-catalog-value-tracking-service-ts,ValueTrackingService,backend-service,product-catalog,unknown,backend/src/modules/product-catalog/value-tracking.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for product-catalog: ValueTrackingService.,backend/src/modules/product-catalog/value-tracking.service.ts,backend|service|product-catalog|ValueTrackingService,valuetrackingservice backend src modules product-catalog value-tracking service ts backend service product-catalog,active
service-backend-src-modules-rag-citation-service-ts,CitationService,backend-service,rag,unknown,backend/src/modules/rag/citation.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for rag: CitationService.,backend/src/modules/rag/citation.service.ts,backend|service|rag|CitationService,citationservice backend src modules rag citation service ts backend service rag,active
service-backend-src-modules-rag-clinical-context-service-ts,ClinicalContextService,backend-service,rag,unknown,backend/src/modules/rag/clinical-context.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,high,NestJS service module for rag: ClinicalContextService.,backend/src/modules/rag/clinical-context.service.ts,backend|service|rag|ClinicalContextService,clinicalcontextservice backend src modules rag clinical-context service ts backend service rag,active
service-backend-src-modules-rag-embedding-service-ts,EmbeddingService,backend-service,rag,unknown,backend/src/modules/rag/embedding.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,medium,NestJS service module for rag: EmbeddingService.,backend/src/modules/rag/embedding.service.ts,backend|service|rag|EmbeddingService,embeddingservice backend src modules rag embedding service ts backend service rag,active
service-backend-src-modules-rag-embeddings-openai-embeddings-service-ts,LocalEmbeddingsService,backend-service,rag,unknown,backend/src/modules/rag/embeddings/openai-embeddings.service.ts,internal,backend-service,live-or-local,unknown,unknown,backend,developer|platform-admin,unknown,high,NestJS service module for rag: LocalEmbeddingsService.,backend/src/modules/rag/embeddings/openai-embeddings.service.ts,backend|service|rag|LocalEmbeddingsService,localembeddingsservice backend src modules rag embeddings openai-embeddings service ts backend service rag,active
