inputText,targetArtifactId,targetCategory,targetWorkspace,targetPack,targetProduct,labelType,confidence
ai-model|analytics-explanation|Emergency Operations|metered-generation,model-analytics-explanation,ai-system,ai-workflow,unknown,product-core-platform,tags,0.78
Calculator Explanation,model-calculator-explanation,ai-system,ai-workflow,unknown,product-core-platform,name,0.92
/tools/calculators,model-calculator-explanation,ai-system,ai-workflow,unknown,product-core-platform,route,0.9
ai-model|calculator-explanation|Clinical Tooling|metered-generation,model-calculator-explanation,ai-system,ai-workflow,unknown,product-core-platform,tags,0.78
Clinical Workflow Launcher,model-clinical-workflow-launcher,ai-system,ai-workflow,unknown,product-core-platform,name,0.92
/clinical-decision-support,model-clinical-workflow-launcher,ai-system,ai-workflow,unknown,product-core-platform,route,0.9
ai-model|clinical-workflow-launcher|Clinical Informatics|metered-generation,model-clinical-workflow-launcher,ai-system,ai-workflow,unknown,product-core-platform,tags,0.78
ED Copilot,model-copilot,ai-system,ai-workflow,unknown,product-core-platform,name,0.92
/assistant,model-copilot,ai-system,ai-workflow,unknown,product-core-platform,route,0.9
ai-model|copilot|Clinical Informatics|metered-generation,model-copilot,ai-system,ai-workflow,unknown,product-core-platform,tags,0.78
Deterioration Prediction,model-deterioration-prediction,ai-system,ai-workflow,unknown,product-core-platform,name,0.92
/predictive-analytics,model-deterioration-prediction,ai-system,ai-workflow,unknown,product-core-platform,route,0.9
ai-model|deterioration-prediction|Quality and Safety|local-only,model-deterioration-prediction,ai-system,ai-workflow,unknown,product-core-platform,tags,0.78
Discharge Prediction,model-discharge-prediction,ai-system,ai-workflow,unknown,product-core-platform,name,0.92
/operations,model-discharge-prediction,ai-system,ai-workflow,unknown,product-core-platform,route,0.9
ai-model|discharge-prediction|Patient Flow|local-only,model-discharge-prediction,ai-system,ai-workflow,unknown,product-core-platform,tags,0.78
Edge AI Ambulance,model-edge-ambulance,ai-system,ai-workflow,unknown,product-core-platform,name,0.92
/fleet/command,model-edge-ambulance,ai-system,ai-workflow,unknown,product-core-platform,route,0.9
ai-model|edge-ambulance|EMS Operations|local-only,model-edge-ambulance,ai-system,ai-workflow,unknown,product-core-platform,tags,0.78
Federated EMS Triage,model-federated-ems-triage,ai-system,ai-workflow,unknown,product-core-platform,name,0.92
/live-map,model-federated-ems-triage,ai-system,ai-workflow,unknown,product-core-platform,route,0.9
ai-model|federated-ems-triage|EMS Operations|local-only,model-federated-ems-triage,ai-system,ai-workflow,unknown,product-core-platform,tags,0.78
MoH Patient Matching,model-moh-patient-matching,ai-system,ai-workflow,unknown,product-core-platform,name,0.92
/operations,model-moh-patient-matching,ai-system,ai-workflow,unknown,product-core-platform,route,0.9
ai-model|moh-patient-matching|Registration and Privacy|local-only,model-moh-patient-matching,ai-system,ai-workflow,unknown,product-core-platform,tags,0.78
Protocol Auto-Trigger,model-protocol-trigger,ai-system,ai-workflow,unknown,product-core-platform,name,0.92
/protocols,model-protocol-trigger,ai-system,ai-workflow,unknown,product-core-platform,route,0.9
ai-model|protocol-trigger|Quality and Safety|local-only,model-protocol-trigger,ai-system,ai-workflow,unknown,product-core-platform,tags,0.78
Referral Summarization,model-referral-summarization,ai-system,ai-workflow,unknown,product-core-platform,name,0.92
/research,model-referral-summarization,ai-system,ai-workflow,unknown,product-core-platform,route,0.9
ai-model|referral-summarization|Emergency Operations|metered-generation,model-referral-summarization,ai-system,ai-workflow,unknown,product-core-platform,tags,0.78
Smart Handover,model-smart-handover,ai-system,ai-workflow,unknown,product-core-platform,name,0.92
/documentation,model-smart-handover,ai-system,ai-workflow,unknown,product-core-platform,route,0.9
ai-model|smart-handover|Clinical Operations|metered-generation,model-smart-handover,ai-system,ai-workflow,unknown,product-core-platform,tags,0.78
Smart Intake Verification,model-smart-intake-verification,ai-system,ai-workflow,unknown,product-core-platform,name,0.92
/operations,model-smart-intake-verification,ai-system,ai-workflow,unknown,product-core-platform,route,0.9
ai-model|smart-intake-verification|Emergency Nursing|metered-generation,model-smart-intake-verification,ai-system,ai-workflow,unknown,product-core-platform,tags,0.78
Clinical Text Mining,model-text-mining,ai-system,ai-workflow,unknown,product-core-platform,name,0.92
/research,model-text-mining,ai-system,ai-workflow,unknown,product-core-platform,route,0.9
ai-model|text-mining|Clinical Data Platform|local-only,model-text-mining,ai-system,ai-workflow,unknown,product-core-platform,tags,0.78
AI Triage Assistant,model-triage-support,ai-system,ai-workflow,unknown,product-core-platform,name,0.92
/operations,model-triage-support,ai-system,ai-workflow,unknown,product-core-platform,route,0.9
ai-model|triage-support|Emergency Nursing|metered-generation,model-triage-support,ai-system,ai-workflow,unknown,product-core-platform,tags,0.78
Model Usage Dashboard,model-usage-dashboard,Governance,admin|governance|audit,governance-compliance-pack,product-governance,name,0.92
/governance/model-usage,model-usage-dashboard,Governance,admin|governance|audit,governance-compliance-pack,product-governance,route,0.9
governance|Governance|admin|audit|governance-compliance-pack,model-usage-dashboard,Governance,admin|governance|audit,governance-compliance-pack,product-governance,tags,0.78
Modified Rankin Scale,modified-rankin-scale,Calculator,emergency|clinical|calculator,emergency-medicine|emergency-department-pack,product-emergency-department,name,0.92
/tools/calculators/modified-rankin-scale,modified-rankin-scale,Calculator,emergency|clinical|calculator,emergency-medicine|emergency-department-pack,product-emergency-department,route,0.9
calculator|Calculator|emergency|clinical|emergency-medicine|emergency-department-pack,modified-rankin-scale,Calculator,emergency|clinical|calculator,emergency-medicine|emergency-department-pack,product-emergency-department,tags,0.78
Global disability outcome scale after stroke or neurologic illness. Does not recommend acute treatment or disposition.,modified-rankin-scale,Calculator,emergency|clinical|calculator,emergency-medicine|emergency-department-pack,product-emergency-department,intent,0.88
MoE Router,moe-router,AI System,research|reference|assistant|ai-workflow|clinical|operations|education,ai-workflow-pack|core-platform|research-education,product-core-platform|product-research,name,0.92
/assistant,moe-router,AI System,research|reference|assistant|ai-workflow|clinical|operations|education,ai-workflow-pack|core-platform|research-education,product-core-platform|product-research,route,0.9
ai-assisted-tool|AI System|research|reference|assistant|ai-workflow|clinical|operations|education|ai-workflow-pack|core-platform|research-education,moe-router,AI System,research|reference|assistant|ai-workflow|clinical|operations|education,ai-workflow-pack|core-platform|research-education,product-core-platform|product-research,tags,0.78
"Mixture-of-experts router context for expert selection, retrieval policy, fallback behavior, and human-review flags.",moe-router,AI System,research|reference|assistant|ai-workflow|clinical|operations|education,ai-workflow-pack|core-platform|research-education,product-core-platform|product-research,intent,0.88
Morse Fall Scale,morse-fall-scale,Calculator,clinical|calculator|operations,core-platform,product-core-platform,name,0.92
/tools/calculators/morse-fall-scale,morse-fall-scale,Calculator,clinical|calculator|operations,core-platform,product-core-platform,route,0.9
calculator|Calculator|clinical|operations|core-platform,morse-fall-scale,Calculator,clinical|calculator|operations,core-platform,product-core-platform,tags,0.78
"Morse Fall Scale for inpatient fall risk (history, diagnoses, ambulation, IV, gait, mental status; 0–125).",morse-fall-scale,Calculator,clinical|calculator|operations,core-platform,product-core-platform,intent,0.88
Neonatal Assessment Assistant,neonatal-assessment-assistant,Calculator,pediatrics|clinical|calculator|assistant|ai-workflow|operations,ai-workflow-pack|core-platform,product-core-platform,name,0.92
/tools/pediatrics-obgyn/neonatal-assessment-assistant,neonatal-assessment-assistant,Calculator,pediatrics|clinical|calculator|assistant|ai-workflow|operations,ai-workflow-pack|core-platform,product-core-platform,route,0.9
ai-assisted-tool|Calculator|pediatrics|clinical|calculator|assistant|ai-workflow|operations|ai-workflow-pack|core-platform,neonatal-assessment-assistant,Calculator,pediatrics|clinical|calculator|assistant|ai-workflow|operations,ai-workflow-pack|core-platform,product-core-platform,tags,0.78
"Neonatal assessment assistant for Apgar, feeding, temperature, bilirubin, growth, screening, and red flags.",neonatal-assessment-assistant,Calculator,pediatrics|clinical|calculator|assistant|ai-workflow|operations,ai-workflow-pack|core-platform,product-core-platform,intent,0.88
Neonatal Bilirubin Risk Helper,neonatal-bilirubin-risk-helper,Calculator,pediatrics|clinical|calculator|operations,core-platform,product-core-platform,name,0.92
/tools/calculators/neonatal-bilirubin-risk-helper,neonatal-bilirubin-risk-helper,Calculator,pediatrics|clinical|calculator|operations,core-platform,product-core-platform,route,0.9
calculator|Calculator|pediatrics|clinical|operations|core-platform,neonatal-bilirubin-risk-helper,Calculator,pediatrics|clinical|calculator|operations,core-platform,product-core-platform,tags,0.78
Neonatal bilirubin review helper for AAP 2022 nomogram workflow without phototherapy recommendations.,neonatal-bilirubin-risk-helper,Calculator,pediatrics|clinical|calculator|operations,core-platform,product-core-platform,intent,0.88
Neonatal Dashboard,neonatal-dashboard,Reference,pediatrics|clinical|reference|operations,core-platform,product-core-platform,name,0.92
/tools/pediatrics-obgyn/neonatal-dashboard,neonatal-dashboard,Reference,pediatrics|clinical|reference|operations,core-platform,product-core-platform,route,0.9
tool|Reference|pediatrics|clinical|reference|operations|core-platform,neonatal-dashboard,Reference,pediatrics|clinical|reference|operations,core-platform,product-core-platform,tags,0.78
"Neonatal dashboard concept for vitals, feeding, bilirubin, growth, screening, and review queues.",neonatal-dashboard,Reference,pediatrics|clinical|reference|operations,core-platform,product-core-platform,intent,0.88
Neuro Exam Assistant,neuro-exam-assistant,Calculator,clinical|calculator|assistant|ai-workflow|operations,ai-workflow-pack|core-platform,product-core-platform,name,0.92
/tools/neurology/neuro-exam-assistant,neuro-exam-assistant,Calculator,clinical|calculator|assistant|ai-workflow|operations,ai-workflow-pack|core-platform,product-core-platform,route,0.9
ai-assisted-tool|Calculator|clinical|calculator|assistant|ai-workflow|operations|ai-workflow-pack|core-platform,neuro-exam-assistant,Calculator,clinical|calculator|assistant|ai-workflow|operations,ai-workflow-pack|core-platform,product-core-platform,tags,0.78
"Guided neurologic exam checklist for mental status, cranial nerves, motor, sensory, coordination, gait, reflexes, and localization prompts.",neuro-exam-assistant,Calculator,clinical|calculator|assistant|ai-workflow|operations,ai-workflow-pack|core-platform,product-core-platform,intent,0.88
Neuro Monitoring Engine,neuro-monitoring-engine,Reference,clinical|reference|operations,core-platform,product-core-platform,name,0.92
/tools/neurology/neuro-monitoring-engine,neuro-monitoring-engine,Reference,clinical|reference|operations,core-platform,product-core-platform,route,0.9
tool|Reference|clinical|reference|operations|core-platform,neuro-monitoring-engine,Reference,clinical|reference|operations,core-platform,product-core-platform,tags,0.78
